,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,HomeAttack,HomeDefend,AwayAttack,AwayDefend
2401,06.04.2014,Braunschweig,Hannover,3,0,H,2,0,H,11,11,3,2,17,16,5,6,2,2,0,1,8,-38,2,0,0,-2
2402,06.04.2014,Hertha,Hoffenheim,1,1,D,1,1,D,11,11,5,3,19,17,3,4,1,2,0,0,131,131,1,0,1,0
2403,11.04.2014,Schalke 04,Ein Frankfurt,2,0,H,0,0,D,22,10,8,3,15,14,4,5,1,0,0,0,1127,1092,1,0,0,-1
2404,12.04.2014,Bayern Munich,Dortmund,0,3,A,0,1,A,14,9,3,6,17,13,12,2,2,2,1,0,1877,1897,0,-3,2,0
2405,12.04.2014,Freiburg,Braunschweig,2,0,H,1,0,H,18,13,8,4,15,20,3,3,2,4,0,0,149,114,1,0,0,-1
2406,12.04.2014,Hannover,Hamburg,2,1,H,1,0,H,31,5,15,3,20,16,5,2,0,1,0,0,669,649,2,0,1,-1
2407,12.04.2014,Mainz,Werder Bremen,3,0,H,3,0,H,23,9,5,2,12,17,3,12,0,4,0,0,361,314,2,0,0,-2
2408,12.04.2014,M'gladbach,Stuttgart,1,1,D,0,1,A,14,17,4,4,12,14,6,5,1,3,0,0,420,420,0,-1,0,-1
2409,12.04.2014,Wolfsburg,Nurnberg,4,1,H,2,1,H,24,5,8,1,13,13,11,2,0,2,0,0,678,631,3,0,1,-3
2410,13.04.2014,Hoffenheim,Augsburg,2,0,H,2,0,H,26,23,9,8,22,19,6,11,1,1,0,0,332,297,1,0,0,-1
2411,13.04.2014,Leverkusen,Hertha,2,1,H,2,1,H,17,9,4,2,17,13,7,2,1,1,0,0,918,898,1,0,1,-1
2412,17.04.2014,Ein Frankfurt,Hannover,2,3,A,1,3,A,14,16,6,7,24,22,3,4,4,4,0,0,175,196,1,-3,2,-2
2413,19.04.2014,Augsburg,Hertha,0,0,D,0,0,D,10,13,0,4,17,16,3,4,1,3,0,0,104,104,0,0,0,0
2414,19.04.2014,Braunschweig,Bayern Munich,0,2,A,0,0,D,7,12,1,3,19,16,2,3,2,1,0,0,-1,18,0,-2,1,0
2415,19.04.2014,Dortmund,Mainz,4,2,H,2,1,H,30,9,11,2,9,18,12,2,1,1,0,1,1200,1165,3,-1,2,-3
2416,19.04.2014,Freiburg,M'gladbach,4,2,H,0,1,A,15,14,7,4,8,9,5,5,2,1,0,1,166,131,3,-1,2,-3
2417,19.04.2014,Hamburg,Wolfsburg,1,3,A,0,2,A,14,16,3,7,18,16,4,7,1,0,0,1,484,504,0,-3,2,-1
2418,19.04.2014,Werder Bremen,Hoffenheim,3,1,H,1,1,D,12,14,7,3,11,24,8,6,1,3,0,0,786,751,3,0,1,-2
2419,20.04.2014,Nurnberg,Leverkusen,1,4,A,1,1,D,9,15,6,7,15,14,3,8,1,1,0,0,247,267,1,-3,3,-1
2420,20.04.2014,Stuttgart,Schalke 04,3,1,H,1,0,H,12,14,4,3,23,13,2,3,2,3,0,0,840,805,2,0,1,-2
2421,25.04.2014,Hannover,Stuttgart,0,0,D,0,0,D,9,6,2,3,15,15,2,5,2,2,0,0,669,669,0,0,0,0
2422,26.04.2014,Bayern Munich,Werder Bremen,5,2,H,1,2,A,23,7,11,3,11,13,13,5,1,1,0,0,1901,1854,5,0,3,-4
2423,26.04.2014,Hertha,Braunschweig,2,0,H,0,0,D,20,7,11,1,14,18,8,3,0,0,0,0,148,113,2,0,0,-1
2424,26.04.2014,Hoffenheim,Ein Frankfurt,0,0,D,0,0,D,18,8,5,3,18,13,3,2,0,4,1,0,332,333,0,0,0,0
2425,26.04.2014,Leverkusen,Dortmund,2,2,D,2,2,D,16,14,5,6,14,9,7,5,1,1,0,0,918,918,1,-2,1,-2
2426,26.04.2014,Mainz,Nurnberg,2,0,H,2,0,H,18,13,5,1,6,11,8,7,0,2,0,0,379,343,1,0,0,-2
2427,26.04.2014,Wolfsburg,Freiburg,2,2,D,1,0,H,23,13,7,7,13,14,11,7,2,2,0,0,678,678,1,-2,1,-2
2428,27.04.2014,Augsburg,Hamburg,3,1,H,3,1,H,15,19,5,5,16,19,4,5,1,2,0,0,122,87,2,0,1,-2
2429,27.04.2014,Schalke 04,M'gladbach,0,1,A,0,1,A,17,12,6,6,11,1,12,9,2,0,0,0,1117,1137,0,-1,0,0
2430,03.05.2014,Braunschweig,Augsburg,0,1,A,0,0,D,17,24,6,10,21,21,7,9,2,2,0,0,-11,8,0,-1,0,0
2431,03.05.2014,Dortmund,Hoffenheim,3,2,H,3,1,H,16,12,10,4,16,23,5,5,0,1,0,0,1210,1190,2,-2,2,-3
2432,03.05.2014,Ein Frankfurt,Leverkusen,0,2,A,0,2,A,6,21,2,5,16,13,3,5,2,1,0,0,165,186,0,-2,1,0
2433,03.05.2014,Freiburg,Schalke 04,0,2,A,0,1,A,10,26,1,6,11,11,3,5,2,2,0,1,156,176,0,-3,1,0
2434,03.05.2014,Hamburg,Bayern Munich,1,4,A,0,1,A,10,18,5,8,14,7,2,5,1,1,0,1,474,494,1,-3,3,-1
2435,03.05.2014,M'gladbach,Mainz,3,1,H,1,0,H,7,18,4,4,8,11,3,6,0,0,0,0,438,402,2,0,1,-2
2436,03.05.2014,Nurnberg,Hannover,0,2,A,0,1,A,15,14,8,7,12,18,8,5,3,1,0,0,237,257,0,-2,1,0
2437,03.05.2014,Stuttgart,Wolfsburg,1,2,A,0,1,A,6,13,2,6,11,15,2,5,1,1,0,0,830,850,0,-2,1,-1
2438,03.05.2014,Werder Bremen,Hertha,2,0,H,0,0,D,12,11,4,4,18,17,5,11,3,1,0,0,803,768,1,0,0,-1
2439,10.05.2014,Augsburg,Ein Frankfurt,2,1,H,1,1,D,17,7,7,2,12,12,5,5,0,2,0,0,132,112,1,-1,1,-2
2440,10.05.2014,Bayern Munich,Stuttgart,1,0,H,0,0,D,24,8,6,2,11,14,12,2,2,2,0,0,1911,1891,0,0,0,-1
2441,10.05.2014,Hannover,Freiburg,3,2,H,1,0,H,19,12,9,7,19,9,8,4,1,2,0,0,679,659,2,-1,2,-2
2442,10.05.2014,Hertha,Dortmund,0,4,A,0,2,A,10,13,5,7,18,12,9,0,2,0,0,0,138,158,0,-4,2,0
2443,10.05.2014,Hoffenheim,Braunschweig,3,1,H,1,0,H,16,6,8,2,17,14,5,2,3,0,0,0,350,315,2,0,1,-2
2444,10.05.2014,Leverkusen,Werder Bremen,2,1,H,1,1,D,14,8,6,2,16,9,8,4,2,0,0,0,928,908,1,-1,1,-1
2445,10.05.2014,Mainz,Hamburg,3,2,H,1,1,D,13,20,6,7,14,14,4,8,0,0,0,0,388,369,2,-1,2,-2
2446,10.05.2014,Schalke 04,Nurnberg,4,1,H,2,0,H,22,11,11,4,12,20,7,3,0,5,0,0,1141,1094,4,0,2,-3
2447,10.05.2014,Wolfsburg,M'gladbach,3,1,H,1,0,H,19,13,10,3,9,10,7,8,2,4,0,0,696,660,2,0,1,-2
2448,22.08.2014,Bayern Munich,Wolfsburg,2,1,H,1,0,H,17,9,10,4,5,9,9,3,0,2,0,0,1921,1901,1,0,1,-1
2449,23.08.2014,Dortmund,Leverkusen,0,2,A,0,1,A,11,11,4,2,13,28,8,4,1,2,0,0,1200,1220,0,-2,1,0
2450,23.08.2014,Ein Frankfurt,Freiburg,1,0,H,1,0,H,10,13,3,7,17,22,6,5,1,3,0,0,175,155,1,0,0,0
2451,23.08.2014,FC Koln,Hamburg,0,0,D,0,0,D,10,19,3,4,23,16,3,6,2,2,0,0,61,61,0,0,0,0
2452,23.08.2014,Hannover,Schalke 04,2,1,H,0,0,D,8,12,3,5,12,15,2,4,2,1,0,0,689,669,1,-1,1,-2
2453,23.08.2014,Hertha,Werder Bremen,2,2,D,1,0,H,19,9,5,5,17,18,9,5,1,2,0,0,138,138,2,-1,2,-1
2454,23.08.2014,Hoffenheim,Augsburg,2,0,H,2,0,H,10,12,3,2,19,15,7,3,2,3,0,0,368,332,1,0,0,-1
2455,24.08.2014,M'gladbach,Stuttgart,1,1,D,0,0,D,19,7,6,3,8,16,6,3,2,1,0,0,438,438,0,-1,0,-1
2456,24.08.2014,Paderborn,Mainz,2,2,D,1,1,D,10,14,3,4,16,14,4,3,2,2,0,0,0,0,2,-1,2,-1
2457,29.08.2014,Augsburg,Dortmund,2,3,A,0,2,A,12,22,3,9,9,12,3,6,2,3,0,0,122,142,1,-3,2,-2
2458,30.08.2014,Hamburg,Paderborn,0,3,A,0,1,A,13,15,4,7,16,16,8,3,0,0,0,0,464,484,0,-3,2,0
2459,30.08.2014,Leverkusen,Hertha,4,2,H,0,1,A,21,3,7,1,11,20,5,6,0,1,0,0,945,910,3,-1,2,-3
2460,30.08.2014,Schalke 04,Bayern Munich,1,1,D,0,1,A,8,10,4,4,15,15,1,3,4,1,0,0,1141,1141,0,-1,0,-1
2461,30.08.2014,Stuttgart,FC Koln,0,2,A,0,2,A,14,10,5,4,11,11,7,4,1,2,0,0,820,840,0,-2,1,0
2462,30.08.2014,Werder Bremen,Hoffenheim,1,1,D,0,1,A,15,12,1,1,20,13,6,6,3,0,0,0,803,803,0,-1,0,-1
2463,30.08.2014,Wolfsburg,Ein Frankfurt,2,2,D,1,1,D,14,9,11,4,19,11,4,3,3,1,0,0,696,696,1,-2,1,-2
2464,31.08.2014,Freiburg,M'gladbach,0,0,D,0,0,D,17,9,4,3,11,13,4,5,1,2,0,0,156,156,0,0,0,0
2465,31.08.2014,Mainz,Hannover,0,0,D,0,0,D,14,11,2,6,12,14,4,2,0,1,0,0,388,389,0,0,0,0
2466,12.09.2014,Leverkusen,Werder Bremen,3,3,D,1,1,D,26,8,9,5,14,20,6,4,4,2,0,0,945,945,2,-3,2,-3
2467,13.09.2014,Bayern Munich,Stuttgart,2,0,H,1,0,H,14,7,8,0,16,18,2,4,1,2,0,0,1938,1903,1,0,0,-1
2468,13.09.2014,Dortmund,Freiburg,3,1,H,2,0,H,15,4,6,3,10,14,3,5,1,4,0,0,1218,1182,3,0,1,-2
2469,13.09.2014,Hertha,Mainz,1,3,A,0,1,A,17,7,3,6,21,20,4,1,3,3,0,0,128,148,1,-3,2,-1
2470,13.09.2014,Hoffenheim,Wolfsburg,1,1,D,0,0,D,15,22,6,5,17,17,4,7,1,0,0,1,368,368,0,-1,0,-1
2471,13.09.2014,M'gladbach,Schalke 04,4,1,H,1,0,H,23,11,9,6,15,13,8,2,2,3,0,0,461,414,3,0,1,-3
2472,13.09.2014,Paderborn,FC Koln,0,0,D,0,0,D,8,4,4,1,13,18,5,1,0,2,0,0,0,0,0,0,0,0
2473,14.09.2014,Ein Frankfurt,Augsburg,0,1,A,0,0,D,14,17,5,7,14,21,5,6,3,4,0,0,165,185,0,-1,0,0
2474,14.09.2014,Hannover,Hamburg,2,0,H,2,0,H,11,11,4,0,18,16,4,2,3,3,0,0,706,671,1,0,0,-1
2475,19.09.2014,Freiburg,Hertha,2,2,D,1,1,D,15,7,5,2,16,26,7,6,0,4,0,1,156,156,2,-1,2,-1
2476,20.09.2014,Augsburg,Werder Bremen,4,2,H,2,1,H,19,13,7,6,13,20,6,5,1,4,0,0,139,104,4,-1,2,-3
2477,20.09.2014,Hamburg,Bayern Munich,0,0,D,0,0,D,4,15,0,3,22,11,3,9,4,2,0,0,464,464,0,0,0,0
2478,20.09.2014,Mainz,Dortmund,2,0,H,0,0,D,8,20,5,4,17,18,1,7,2,1,0,0,406,371,1,0,0,-1
2479,20.09.2014,Paderborn,Hannover,2,0,H,0,0,D,17,14,4,2,11,13,7,5,1,0,0,0,17,-17,1,0,0,-1
2480,20.09.2014,Schalke 04,Ein Frankfurt,2,2,D,1,2,A,8,15,3,4,15,15,1,3,1,2,2,1,1141,1141,1,-1,2,-1
2481,20.09.2014,Stuttgart,Hoffenheim,0,2,A,0,1,A,17,10,2,4,17,21,9,4,0,2,0,0,810,830,0,-1,1,0
2482,21.09.2014,FC Koln,M'gladbach,0,0,D,0,0,D,10,9,7,1,15,13,4,3,2,2,0,0,61,61,0,0,0,0
2483,21.09.2014,Wolfsburg,Leverkusen,4,1,H,2,1,H,17,12,9,1,9,12,8,3,1,1,0,1,719,672,3,0,1,-3
2484,23.09.2014,Bayern Munich,Paderborn,4,0,H,2,0,H,25,6,9,2,8,7,9,3,0,0,0,0,1966,1911,3,0,1,-3
2485,23.09.2014,Ein Frankfurt,Mainz,2,2,D,1,2,A,16,5,8,5,16,24,9,3,3,3,0,0,165,165,2,-1,2,-1
2486,23.09.2014,Hoffenheim,Freiburg,3,3,D,1,2,A,18,6,8,4,20,14,4,3,3,3,0,1,368,368,2,-2,3,-2
2487,23.09.2014,Werder Bremen,Schalke 04,0,3,A,0,0,D,12,11,4,4,17,15,6,5,4,3,0,0,793,813,0,-3,2,0
2488,24.09.2014,Dortmund,Stuttgart,2,2,D,0,0,D,25,10,9,5,11,10,5,4,2,2,0,0,1218,1218,1,-2,1,-2
2489,24.09.2014,Hannover,FC Koln,1,0,H,1,0,H,9,9,4,3,9,11,2,6,0,2,0,0,716,696,0,0,0,-1
2490,24.09.2014,Hertha,Wolfsburg,1,0,H,1,0,H,3,13,3,3,15,10,6,5,3,2,0,0,138,118,1,0,0,0
2491,24.09.2014,Leverkusen,Augsburg,1,0,H,1,0,H,17,11,3,4,13,13,6,7,3,2,0,0,955,935,0,0,0,-1
2492,24.09.2014,M'gladbach,Hamburg,1,0,H,1,0,H,20,14,9,1,19,17,9,9,1,1,0,0,471,451,0,0,0,-1
2493,26.09.2014,Mainz,Hoffenheim,0,0,D,0,0,D,10,13,3,3,13,25,5,4,1,2,0,0,406,406,0,0,0,0
2494,27.09.2014,FC Koln,Bayern Munich,0,2,A,0,1,A,8,21,3,8,6,6,2,11,0,0,0,0,51,71,0,-1,1,0
2495,27.09.2014,Freiburg,Leverkusen,0,0,D,0,0,D,8,16,3,8,21,24,5,3,2,4,1,1,156,156,0,0,0,0
2496,27.09.2014,Paderborn,M'gladbach,1,2,A,0,2,A,24,11,8,4,9,18,9,0,1,1,0,0,7,27,0,-2,1,-1
2497,27.09.2014,Schalke 04,Dortmund,2,1,H,2,1,H,11,17,6,5,15,15,3,9,1,1,0,0,1151,1131,2,0,1,-1
2498,27.09.2014,Stuttgart,Hannover,1,0,H,0,0,D,12,12,6,4,16,16,8,1,3,2,0,0,820,800,1,0,0,0
2499,27.09.2014,Wolfsburg,Werder Bremen,2,1,H,1,1,D,18,8,8,3,11,12,8,5,0,0,0,0,729,709,1,-1,1,-2
2500,28.09.2014,Augsburg,Hertha,1,0,H,1,0,H,8,10,3,3,18,20,3,9,2,4,0,0,149,129,0,0,0,-1
2501,28.09.2014,Hamburg,Ein Frankfurt,1,2,A,0,1,A,14,7,6,4,21,18,8,3,2,2,0,0,454,474,1,-1,1,0
2502,03.10.2014,Hertha,Stuttgart,3,2,H,1,1,D,12,9,9,2,18,15,3,7,2,2,0,0,148,128,2,-1,2,-2
2503,04.10.2014,Bayern Munich,Hannover,4,0,H,3,0,H,23,6,9,3,4,11,11,1,0,0,0,0,1993,1938,3,0,0,-3
2504,04.10.2014,Dortmund,Hamburg,0,1,A,0,1,A,17,10,3,5,10,19,8,4,2,4,0,0,1208,1228,0,-1,0,0
2505,04.10.2014,Ein Frankfurt,FC Koln,3,2,H,1,1,D,19,12,8,7,10,15,6,2,1,1,0,0,175,155,3,-1,2,-2
2506,04.10.2014,Hoffenheim,Schalke 04,2,1,H,2,0,H,20,13,8,3,18,16,5,3,3,4,0,1,378,358,2,-1,1,-1
2507,04.10.2014,Leverkusen,Paderborn,2,2,D,1,1,D,21,8,10,5,25,18,9,2,3,3,0,1,955,955,1,-1,1,-1
2508,04.10.2014,Werder Bremen,Freiburg,1,1,D,1,1,D,18,7,7,3,13,14,10,5,0,1,0,0,793,793,1,0,1,0
2509,05.10.2014,M'gladbach,Mainz,1,1,D,1,1,D,18,8,10,2,12,12,2,3,0,3,0,0,471,471,0,-1,0,-1
2510,05.10.2014,Wolfsburg,Augsburg,1,0,H,0,0,D,15,7,4,1,15,13,4,1,0,2,0,0,739,719,0,0,0,-1
2511,18.10.2014,Bayern Munich,Werder Bremen,6,0,H,4,0,H,19,0,6,0,10,12,10,0,0,1,0,0,2027,1960,5,0,1,-5
2512,18.10.2014,FC Koln,Dortmund,2,1,H,1,0,H,5,16,2,3,11,14,3,6,1,3,0,0,61,41,2,0,1,-1
2513,18.10.2014,Freiburg,Wolfsburg,1,2,A,0,1,A,14,15,7,8,11,18,6,2,1,1,0,0,146,166,0,-1,1,-1
2514,18.10.2014,Hannover,M'gladbach,0,3,A,0,1,A,11,10,4,4,15,16,7,2,1,1,0,0,706,726,0,-3,2,0
2515,18.10.2014,Mainz,Augsburg,2,1,H,2,0,H,8,15,6,6,15,14,4,6,3,2,0,0,416,396,1,0,1,-1
2516,18.10.2014,Schalke 04,Hertha,2,0,H,1,0,H,7,15,3,4,21,21,0,5,1,1,0,0,1168,1133,1,0,0,-1
2517,18.10.2014,Stuttgart,Leverkusen,3,3,D,0,3,A,13,17,6,6,14,19,6,7,3,2,0,0,820,820,2,-2,3,-2
2518,19.10.2014,Hamburg,Hoffenheim,1,1,D,1,1,D,17,9,6,4,16,24,5,2,1,3,0,0,454,454,1,0,1,0
2519,19.10.2014,Paderborn,Ein Frankfurt,3,1,H,0,0,D,14,11,5,3,10,13,3,4,0,1,0,0,25,-10,3,0,1,-2
2520,24.10.2014,Werder Bremen,FC Koln,0,1,A,0,0,D,11,10,4,4,19,12,8,1,3,0,0,0,783,803,0,-1,0,0
2521,25.10.2014,Augsburg,Freiburg,2,0,H,1,0,H,15,10,4,3,17,13,2,5,3,1,0,0,167,132,1,0,0,-1
2522,25.10.2014,Dortmund,Hannover,0,1,A,0,0,D,17,7,4,3,13,18,14,1,3,4,0,1,1197,1218,0,-1,0,0
2523,25.10.2014,Ein Frankfurt,Stuttgart,4,5,A,1,2,A,21,20,13,10,17,18,3,9,5,3,1,0,165,185,3,-4,4,-3
2524,25.10.2014,Hertha,Hamburg,3,0,H,0,0,D,15,10,6,3,15,21,4,1,0,2,0,0,171,125,2,0,0,-2
2525,25.10.2014,Hoffenheim,Paderborn,1,0,H,0,0,D,19,11,5,1,14,15,6,4,2,3,0,0,388,368,0,0,0,-1
2526,25.10.2014,Leverkusen,Schalke 04,1,0,H,0,0,D,24,4,7,1,8,17,8,3,1,4,1,0,965,945,1,0,0,-1
2527,26.10.2014,M'gladbach,Bayern Munich,0,0,D,0,0,D,11,20,5,5,8,11,4,10,1,3,0,0,471,471,0,0,0,0
2528,26.10.2014,Wolfsburg,Mainz,3,0,H,1,0,H,24,16,12,4,16,15,10,3,1,3,0,0,762,716,2,0,0,-2
2529,31.10.2014,Schalke 04,Augsburg,1,0,H,1,0,H,13,20,7,5,10,16,4,2,2,2,0,0,1178,1158,0,0,0,-1
2530,01.11.2014,Bayern Munich,Dortmund,2,1,H,0,1,A,25,10,14,4,13,5,9,2,1,2,0,0,2037,2017,0,-2,0,-2
2531,01.11.2014,Hamburg,Leverkusen,1,0,H,1,0,H,5,11,1,2,29,25,1,3,6,3,0,0,464,444,1,0,0,0
2532,01.11.2014,Hannover,Ein Frankfurt,1,0,H,0,0,D,14,6,3,4,13,20,10,4,2,2,0,0,716,696,1,0,0,0
2533,01.11.2014,Mainz,Werder Bremen,1,2,A,1,1,D,21,9,3,7,17,15,8,1,4,3,0,0,406,426,0,-2,1,-1
2534,01.11.2014,Stuttgart,Wolfsburg,0,4,A,0,2,A,13,15,4,6,13,11,4,6,1,0,0,0,810,830,0,-4,2,0
2535,02.11.2014,FC Koln,Freiburg,0,1,A,0,0,D,10,8,3,3,5,12,5,2,1,3,0,0,51,71,0,-1,0,0
2536,02.11.2014,M'gladbach,Hoffenheim,3,1,H,2,1,H,13,15,7,3,15,12,6,3,1,1,0,0,488,453,2,0,1,-2
2537,02.11.2014,Paderborn,Hertha,3,1,H,1,1,D,18,10,6,4,14,27,6,1,0,2,0,0,42,7,2,0,1,-2
2538,07.11.2014,Hertha,Hannover,0,2,A,0,1,A,7,12,1,5,24,22,4,7,3,2,0,0,161,181,0,-2,1,0
2539,08.11.2014,Augsburg,Paderborn,3,0,H,1,0,H,11,16,4,3,16,13,3,6,2,3,0,0,190,143,2,0,0,-2
2540,08.11.2014,Ein Frankfurt,Bayern Munich,0,4,A,0,1,A,6,19,2,9,21,15,4,8,2,1,0,0,155,175,0,-4,2,0
2541,08.11.2014,Freiburg,Schalke 04,2,0,H,1,0,H,19,11,9,4,13,13,3,1,1,3,0,0,164,129,2,0,0,-1
2542,08.11.2014,Hoffenheim,FC Koln,3,4,A,3,3,D,22,11,6,7,15,12,7,4,1,2,0,0,378,398,2,-3,3,-2
2543,08.11.2014,Leverkusen,Mainz,0,0,D,0,0,D,24,6,6,1,17,20,13,0,1,3,0,0,965,965,0,0,0,0
2544,08.11.2014,Werder Bremen,Stuttgart,2,0,H,1,0,H,12,8,4,1,13,13,4,4,1,1,0,0,801,766,2,0,0,-1
2545,09.11.2014,Dortmund,M'gladbach,1,0,H,0,0,D,22,1,6,0,7,11,7,0,3,2,0,0,1207,1188,1,0,0,0
2546,09.11.2014,Wolfsburg,Hamburg,2,0,H,1,0,H,13,10,5,2,12,14,2,1,2,3,0,0,780,745,1,0,0,-1
2547,22.11.2014,Bayern Munich,Hoffenheim,4,0,H,2,0,H,17,11,9,5,16,17,9,5,2,2,0,1,2064,2009,3,0,0,-3
2548,22.11.2014,FC Koln,Hertha,1,2,A,0,1,A,12,10,2,6,11,14,3,5,0,3,0,0,41,61,1,-1,1,0
2549,22.11.2014,Hannover,Leverkusen,1,3,A,0,0,D,10,20,5,4,16,16,2,3,3,1,0,0,706,726,0,-2,2,-1
2550,22.11.2014,Mainz,Freiburg,2,2,D,1,1,D,11,10,2,3,15,13,9,3,0,1,0,0,406,406,2,-1,2,-1
2551,22.11.2014,M'gladbach,Ein Frankfurt,1,3,A,1,0,H,9,25,3,13,10,16,8,11,1,3,1,0,478,498,0,-3,2,-1
2552,22.11.2014,Paderborn,Dortmund,2,2,D,0,2,A,8,13,4,5,15,11,1,6,3,1,0,0,42,42,1,-2,1,-2
2553,22.11.2014,Schalke 04,Wolfsburg,3,2,H,3,1,H,9,17,6,2,10,16,2,7,1,1,0,0,1188,1168,2,-1,2,-2
2554,23.11.2014,Hamburg,Werder Bremen,2,0,H,0,0,D,14,12,5,7,24,20,6,5,4,3,0,1,482,447,1,0,0,-1
2555,23.11.2014,Stuttgart,Augsburg,0,1,A,0,0,D,9,17,1,6,14,23,6,3,2,3,1,0,800,820,0,0,0,0
2556,28.11.2014,Freiburg,Stuttgart,1,4,A,1,1,D,16,18,6,9,12,13,9,7,2,1,1,0,154,174,0,-4,3,-1
2557,29.11.2014,Augsburg,Hamburg,3,1,H,0,1,A,13,9,8,3,13,23,4,4,1,4,0,0,208,173,2,-1,1,-2
2558,29.11.2014,Hertha,Bayern Munich,0,1,A,0,1,A,4,15,1,5,17,8,2,3,1,0,0,0,151,171,0,-1,0,0
2559,29.11.2014,Hoffenheim,Hannover,4,3,H,2,1,H,16,13,7,5,14,28,5,3,1,4,0,0,387,368,4,-2,3,-3
2560,29.11.2014,Leverkusen,FC Koln,5,1,H,1,1,D,25,5,10,1,15,9,7,3,1,2,0,0,993,938,4,0,2,-4
2561,29.11.2014,Schalke 04,Mainz,4,1,H,2,1,H,14,22,9,10,16,12,2,5,2,1,0,0,1212,1165,3,0,1,-3
2562,29.11.2014,Werder Bremen,Paderborn,4,0,H,1,0,H,24,15,13,4,18,18,9,6,2,1,0,0,828,773,3,0,1,-3
2563,30.11.2014,Ein Frankfurt,Dortmund,2,0,H,1,0,H,11,17,3,6,15,22,1,8,2,2,0,0,173,138,2,0,0,-1
2564,30.11.2014,Wolfsburg,M'gladbach,1,0,H,1,0,H,23,10,12,2,13,12,9,5,0,2,0,0,790,770,0,0,0,-1
2565,05.12.2014,Dortmund,Hoffenheim,1,0,H,1,0,H,19,6,6,1,20,12,8,3,1,4,0,0,1217,1197,0,0,0,0
2566,06.12.2014,Bayern Munich,Leverkusen,1,0,H,0,0,D,9,3,3,1,11,26,8,3,0,3,0,0,2074,2054,0,0,0,-1
2567,06.12.2014,FC Koln,Augsburg,1,2,A,1,0,H,12,14,4,4,10,13,5,9,0,1,0,0,31,51,1,-1,1,-1
2568,06.12.2014,Hannover,Wolfsburg,1,3,A,1,1,D,16,15,6,7,14,18,11,9,2,1,0,0,696,716,1,-2,2,-1
2569,06.12.2014,M'gladbach,Hertha,3,2,H,1,1,D,13,11,10,3,17,17,4,3,2,3,0,0,488,468,3,-1,2,-2
2570,06.12.2014,Paderborn,Freiburg,1,1,D,0,1,A,24,4,8,2,15,26,6,1,2,4,0,0,42,42,0,-1,0,-1
2571,06.12.2014,Stuttgart,Schalke 04,0,4,A,0,3,A,13,13,3,6,14,13,4,6,0,0,0,0,790,810,0,-3,3,0
2572,07.12.2014,Ein Frankfurt,Werder Bremen,5,2,H,1,1,D,22,10,13,4,17,12,9,2,2,2,0,0,196,149,4,-1,2,-4
2573,07.12.2014,Hamburg,Mainz,2,1,H,1,0,H,18,15,8,4,19,18,6,6,1,0,0,0,492,472,1,-1,1,-1
2574,12.12.2014,Hoffenheim,Ein Frankfurt,3,2,H,1,0,H,20,19,8,7,16,19,4,6,3,2,0,0,397,378,2,-2,2,-3
2575,13.12.2014,Augsburg,Bayern Munich,0,4,A,0,0,D,6,26,3,9,17,13,1,7,0,0,0,0,198,218,0,-4,2,0
2576,13.12.2014,Freiburg,Hamburg,0,0,D,0,0,D,10,10,4,1,19,9,4,2,2,2,0,0,154,154,0,0,0,0
2577,13.12.2014,Hertha,Dortmund,1,0,H,1,0,H,5,18,3,5,9,9,2,9,2,1,0,0,161,141,1,0,0,0
2578,13.12.2014,Mainz,Stuttgart,1,1,D,1,0,H,22,8,6,2,19,15,4,5,2,2,0,0,406,406,1,-1,0,-1
2579,13.12.2014,Schalke 04,FC Koln,1,2,A,0,0,D,15,6,3,5,13,7,2,1,1,1,0,0,1202,1222,0,-2,1,-1
2580,13.12.2014,Werder Bremen,Hannover,3,3,D,1,1,D,19,12,7,7,19,25,10,10,3,3,0,0,828,828,2,-3,2,-3
2581,14.12.2014,Leverkusen,M'gladbach,1,1,D,1,1,D,22,7,5,3,17,12,5,6,4,1,0,0,993,993,0,-1,0,-1
2582,14.12.2014,Wolfsburg,Paderborn,1,1,D,1,0,H,21,6,8,3,15,17,11,1,4,2,0,0,790,790,0,-1,0,-1
2583,16.12.2014,Bayern Munich,Freiburg,2,0,H,1,0,H,31,2,13,0,5,3,10,1,1,1,0,0,2092,2057,1,0,0,-1
2584,16.12.2014,FC Koln,Mainz,0,0,D,0,0,D,11,13,1,1,13,14,9,3,2,4,0,0,31,31,0,0,0,0
2585,16.12.2014,Hamburg,Stuttgart,0,1,A,0,1,A,8,16,2,6,9,11,6,5,1,2,0,1,482,502,0,-1,0,0
2586,16.12.2014,Hannover,Augsburg,2,0,H,1,0,H,10,10,3,5,18,17,8,5,0,3,0,0,714,679,2,0,0,-1
2587,17.12.2014,Dortmund,Wolfsburg,2,2,D,1,1,D,17,10,6,4,12,10,4,5,1,0,0,0,1217,1217,1,-1,2,-1
2588,17.12.2014,Ein Frankfurt,Hertha,4,4,D,1,3,A,16,8,7,5,14,19,5,4,3,2,0,0,196,196,3,-4,3,-4
2589,17.12.2014,Hoffenheim,Leverkusen,0,1,A,0,0,D,9,18,7,9,16,19,1,10,1,3,0,0,387,407,0,-1,0,0
