Rank,Club,Country,Level,Elo,From,To
None,Lautern,FRG,1,1624.22058105,1959-10-26,1959-11-04
None,Lautern,FRG,1,1644.97192383,1959-11-05,1959-11-15
None,Lautern,FRG,1,1635.79772949,1959-11-16,1959-11-25
None,Lautern,FRG,1,1631.36315918,1959-11-26,1959-11-29
None,Lautern,FRG,1,1622.43164062,1959-11-30,1959-12-06
None,Lautern,FRG,1,1603.29284668,1959-12-07,1959-12-13
None,Lautern,FRG,1,1607.61901855,1959-12-14,1959-12-20
None,Lautern,FRG,1,1591.25463867,1959-12-21,1960-01-03
None,Lautern,FRG,1,1593.78076172,1960-01-04,1960-01-10
97,Lautern,FRG,1,1599.23278809,1960-01-11,1960-01-16
98,Lautern,FRG,1,1599.23278809,1960-01-17,1960-01-17
96,Lautern,FRG,1,1602.38220215,1960-01-18,1960-01-23
98,Lautern,FRG,1,1602.38220215,1960-01-24,1960-01-24
94,Lautern,FRG,1,1606.25378418,1960-01-25,1960-01-31
86,Lautern,FRG,1,1612.2322998,1960-02-01,1960-02-07
95,Lautern,FRG,1,1600.85144043,1960-02-08,1960-02-13
93,Lautern,FRG,1,1600.85144043,1960-02-14,1960-02-21
88,Lautern,FRG,1,1606.61169434,1960-02-22,1960-02-24
89,Lautern,FRG,1,1606.61169434,1960-02-25,1960-02-27
87,Lautern,FRG,1,1606.61169434,1960-02-28,1960-02-28
86,Lautern,FRG,1,1606.61169434,1960-02-29,1960-03-03
87,Lautern,FRG,1,1606.18078613,1960-03-04,1960-03-05
88,Lautern,FRG,1,1606.18078613,1960-03-06,1960-03-06
86,Lautern,FRG,1,1606.18078613,1960-03-07,1960-03-07
83,Lautern,FRG,1,1609.24951172,1960-03-08,1960-03-12
84,Lautern,FRG,1,1609.24951172,1960-03-13,1960-03-13
82,Lautern,FRG,1,1609.24951172,1960-03-14,1960-03-14
81,Lautern,FRG,1,1610.0723877,1960-03-15,1960-03-15
82,Lautern,FRG,1,1610.0723877,1960-03-16,1960-03-16
72,Lautern,FRG,1,1628.32250977,1960-03-17,1960-03-20
69,Lautern,FRG,1,1628.32250977,1960-03-21,1960-03-23
76,Lautern,FRG,1,1621.76306152,1960-03-24,1960-03-26
75,Lautern,FRG,1,1621.76306152,1960-03-27,1960-03-27
70,Lautern,FRG,1,1625.01757812,1960-03-28,1960-04-03
72,Lautern,FRG,1,1621.28173828,1960-04-04,1960-04-04
71,Lautern,FRG,1,1621.28173828,1960-04-05,1960-04-10
75,Lautern,FRG,1,1617.02124023,1960-04-11,1960-04-13
57,Lautern,FRG,1,1636.84265137,1960-04-14,1960-04-17
61,Lautern,FRG,1,1634.74890137,1960-04-18,1960-04-18
60,Lautern,FRG,1,1634.74890137,1960-04-19,1960-04-21
61,Lautern,FRG,1,1634.74890137,1960-04-22,1960-04-24
58,Lautern,FRG,1,1637.28955078,1960-04-25,1960-04-30
59,Lautern,FRG,1,1637.28955078,1960-05-01,1960-05-01
57,Lautern,FRG,1,1637.28955078,1960-05-02,1960-05-05
53,Lautern,FRG,1,1647.80517578,1960-05-06,1960-05-08
54,Lautern,FRG,1,1647.80517578,1960-05-09,1960-05-13
56,Lautern,FRG,1,1643.93371582,1960-05-14,1960-05-15
57,Lautern,FRG,1,1643.93371582,1960-05-16,1960-05-20
56,Lautern,FRG,1,1643.93371582,1960-05-21,1960-05-28
55,Lautern,FRG,1,1643.93371582,1960-05-29,1960-06-01
56,Lautern,FRG,1,1643.93371582,1960-06-02,1960-06-12
54,Lautern,FRG,1,1643.93371582,1960-06-13,1960-06-18
53,Lautern,FRG,1,1643.93371582,1960-06-19,1960-07-07
56,Lautern,FRG,1,1643.93371582,1960-07-08,1960-07-12
57,Lautern,FRG,1,1643.93371582,1960-07-13,1960-08-05
56,Lautern,FRG,1,1643.93371582,1960-08-06,1960-08-14
56,Lautern,FRG,1,1641.9543457,1960-08-15,1960-08-18
