Rank,Club,Country,Level,Elo,From,To
None,Muenchen 60,FRG,1,1430.86657715,1959-02-02,1959-02-15
None,Muenchen 60,FRG,1,1417.28320312,1959-02-16,1959-02-22
None,Muenchen 60,FRG,1,1429.36340332,1959-02-23,1959-03-01
None,Muenchen 60,FRG,1,1435.94104004,1959-03-02,1959-03-04
None,Muenchen 60,FRG,1,1434.5657959,1959-03-05,1959-03-08
None,Muenchen 60,FRG,1,1424.08483887,1959-03-09,1959-03-15
None,Muenchen 60,FRG,1,1434.00537109,1959-03-16,1959-03-18
None,Muenchen 60,FRG,1,1432.34191895,1959-03-19,1959-03-22
None,Muenchen 60,FRG,1,1421.34729004,1959-03-23,1959-04-05
None,Muenchen 60,FRG,1,1426.9263916,1959-04-06,1959-04-19
None,Muenchen 60,FRG,1,1423.48303223,1959-04-20,1959-04-26
None,Muenchen 60,FRG,1,1411.62463379,1959-04-27,1959-05-03
None,Muenchen 60,FRG,1,1425.92346191,1959-05-04,1959-05-10
None,Muenchen 60,FRG,1,1423.71447754,1959-05-11,1959-08-23
None,Muenchen 60,FRG,1,1425.19335938,1959-08-24,1959-08-30
None,Muenchen 60,FRG,1,1420.04675293,1959-08-31,1959-09-06
None,Muenchen 60,FRG,1,1413.86962891,1959-09-07,1959-09-13
None,Muenchen 60,FRG,1,1431.52050781,1959-09-14,1959-09-20
None,Muenchen 60,FRG,1,1455.63024902,1959-09-21,1959-09-27
None,Muenchen 60,FRG,1,1442.31994629,1959-09-28,1959-10-11
None,Muenchen 60,FRG,1,1445.20581055,1959-10-12,1959-10-18
None,Muenchen 60,FRG,1,1435.7019043,1959-10-19,1959-10-25
None,Muenchen 60,FRG,1,1439.25341797,1959-10-26,1959-11-01
None,Muenchen 60,FRG,1,1451.08935547,1959-11-02,1959-11-04
None,Muenchen 60,FRG,1,1471.84082031,1959-11-05,1959-11-15
None,Muenchen 60,FRG,1,1486.77246094,1959-11-16,1959-11-22
None,Muenchen 60,FRG,1,1484.4909668,1959-11-23,1959-11-25
None,Muenchen 60,FRG,1,1480.05627441,1959-11-26,1959-11-29
None,Muenchen 60,FRG,1,1470.58740234,1959-11-30,1959-12-06
None,Muenchen 60,FRG,1,1476.25085449,1959-12-07,1959-12-13
None,Muenchen 60,FRG,1,1469.23803711,1959-12-14,1960-01-03
None,Muenchen 60,FRG,1,1464.07849121,1960-01-04,1960-01-10
None,Muenchen 60,FRG,1,1464.42321777,1960-01-11,1960-01-17
None,Muenchen 60,FRG,1,1471.1328125,1960-01-18,1960-01-24
None,Muenchen 60,FRG,1,1468.80847168,1960-01-25,1960-01-31
None,Muenchen 60,FRG,1,1478.83105469,1960-02-01,1960-02-07
None,Muenchen 60,FRG,1,1494.27453613,1960-02-08,1960-02-14
None,Muenchen 60,FRG,1,1508.83508301,1960-02-15,1960-02-21
None,Muenchen 60,FRG,1,1504.01940918,1960-02-22,1960-03-03
None,Muenchen 60,FRG,1,1503.58850098,1960-03-04,1960-03-06
None,Muenchen 60,FRG,1,1511.92626953,1960-03-07,1960-03-13
None,Muenchen 60,FRG,1,1515.61120605,1960-03-14,1960-03-16
None,Muenchen 60,FRG,1,1533.86120605,1960-03-17,1960-03-27
None,Muenchen 60,FRG,1,1528.11914062,1960-03-28,1960-04-03
None,Muenchen 60,FRG,1,1503.18103027,1960-04-04,1960-04-10
None,Muenchen 60,FRG,1,1502.52197266,1960-04-11,1960-04-13
None,Muenchen 60,FRG,1,1510.48339844,1960-04-14,1960-04-24
None,Muenchen 60,FRG,1,1518.52172852,1960-04-25,1960-05-05
None,Muenchen 60,FRG,1,1529.03723145,1960-05-06,1960-05-13
None,Muenchen 60,FRG,1,1525.16577148,1960-05-14,1960-08-14
None,Muenchen 60,FRG,1,1522.13171387,1960-08-15,1960-08-21
None,Muenchen 60,FRG,1,1499.66796875,1960-08-22,1960-08-28
None,Muenchen 60,FRG,1,1486.35168457,1960-08-29,1960-09-04
None,Muenchen 60,FRG,1,1492.32751465,1960-09-05,1960-09-11
None,Muenchen 60,FRG,1,1484.36401367,1960-09-12,1960-09-18
None,Muenchen 60,FRG,1,1483.78381348,1960-09-19,1960-09-25
None,Muenchen 60,FRG,1,1495.44592285,1960-09-26,1960-10-02
None,Muenchen 60,FRG,1,1503.39660645,1960-10-03,1960-10-09
None,Muenchen 60,FRG,1,1516.44506836,1960-10-10,1960-10-16
None,Muenchen 60,FRG,1,1521.16296387,1960-10-17,1960-10-30
None,Muenchen 60,FRG,1,1521.90930176,1960-10-31,1960-11-02
None,Muenchen 60,FRG,1,1530.48583984,1960-11-03,1960-11-06
None,Muenchen 60,FRG,1,1534.30114746,1960-11-07,1960-11-13
None,Muenchen 60,FRG,1,1528.58618164,1960-11-14,1960-11-27
None,Muenchen 60,FRG,1,1534.21533203,1960-11-28,1960-12-04
None,Muenchen 60,FRG,1,1528.17248535,1960-12-05,1960-12-11
None,Muenchen 60,FRG,1,1542.55041504,1960-12-12,1960-12-18
None,Muenchen 60,FRG,1,1535.2076416,1960-12-19,1961-01-08
None,Muenchen 60,FRG,1,1543.38842773,1961-01-09,1961-01-15
None,Muenchen 60,FRG,1,1550.68786621,1961-01-16,1961-01-18
None,Muenchen 60,FRG,1,1548.2355957,1961-01-19,1961-01-22
None,Muenchen 60,FRG,1,1543.72851562,1961-01-23,1961-01-29
